input,output,selected_items
"[11, 12, 3, 2, 3, 2, 2, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 3, 0, 6, 0, 8, 0, 10, 0, 6, 1]","['Chair', 'Dresser', 'Desk', 'Sofa', 'Bed', 'Lamp']"
"[8, 10, 2, 2, 3, 1, 3, 1, 2, 1, 1, 1, 0, 0]","[0, 0, 2, 0, 5, 0, 2, 1, 4, 1, 0, 0]","['Dresser', 'Chair', 'TV Stand', 'Bookshelf', 'Table']"
"[10, 9, 2, 3, 2, 3, 2, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0]","['Wardrobe', 'Bed', 'Sofa']"
"[11, 8, 2, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0]","['Desk', 'Lamp', 'Wardrobe']"
"[10, 9, 2, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0]","['Wardrobe', 'Desk', 'Chair']"
"[11, 10, 2, 3, 2, 2, 1, 3, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 8, 0, 9, 0, 0]","['TV Stand', 'Chair', 'Sofa', 'Wardrobe', 'Lamp']"
"[12, 8, 2, 3, 2, 2, 1, 3, 1, 2, 2, 1, 1, 1]","[0, 0, 0, 3, 0, 5, 1, 5, 1, 7, 2, 0]","['Table', 'Lamp', 'Bookshelf', 'Dresser', 'Bed', 'Desk']"
"[10, 11, 3, 2, 3, 1, 2, 1, 2, 1, 1, 1, 0, 0]","[0, 0, 3, 0, 6, 0, 8, 0, 3, 1, 0, 0]","['TV Stand', 'Dresser', 'Desk', 'Lamp', 'Sofa']"
"[12, 11, 2, 3, 2, 3, 1, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0]","['Sofa', 'TV Stand', 'Bed']"
"[9, 8, 2, 3, 2, 2, 1, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]","['Sofa', 'Desk', 'Wardrobe']"
"[9, 11, 3, 2, 2, 2, 3, 1, 1, 3, 2, 1, 1, 1]","[0, 0, 3, 0, 5, 0, 8, 0, 5, 1, 7, 1]","['TV Stand', 'Lamp', 'Sofa', 'Table', 'Bookshelf', 'Dresser']"
"[8, 8, 2, 3, 2, 3, 2, 2, 3, 1, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 6, 2, 0, 5, 0, 0, 0]","['Bed', 'Chair', 'Bookshelf', 'Table', 'Sofa']"
"[12, 11, 2, 3, 2, 3, 2, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0]","['Table', 'Sofa', 'Bed']"
"[12, 8, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 0, 0]","[0, 0, 0, 2, 0, 4, 0, 6, 1, 4, 0, 0]","['Wardrobe', 'Table', 'Lamp', 'Dresser', 'Desk']"
"[12, 11, 2, 2, 1, 3, 1, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0]","['Wardrobe', 'Desk', 'TV Stand']"
"[10, 8, 2, 3, 2, 2, 2, 2, 2, 1, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 7, 2, 0, 0, 0]","['Dresser', 'Wardrobe', 'Table', 'Sofa', 'Lamp']"
"[11, 11, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]","['Table', 'Wardrobe', 'Lamp']"
"[11, 11, 2, 3, 2, 3, 1, 3, 1, 2, 1, 1, 1, 1]","[0, 0, 0, 3, 0, 6, 0, 9, 1, 6, 1, 7]","['Chair', 'Lamp', 'Bookshelf', 'Bed', 'Sofa', 'Desk']"
"[10, 12, 3, 2, 2, 2, 3, 1, 2, 1, 2, 1, 0, 0]","[0, 0, 3, 0, 5, 0, 8, 0, 5, 1, 0, 0]","['Bed', 'Desk', 'Dresser', 'Table', 'TV Stand']"
"[10, 12, 3, 2, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1]","[0, 0, 3, 0, 6, 0, 8, 0, 0, 2, 2, 2]","['Table', 'Sofa', 'Desk', 'Chair', 'Bed', 'Wardrobe']"
"[9, 8, 2, 2, 1, 3, 1, 3, 1, 2, 1, 2, 1, 1]","[0, 0, 0, 2, 0, 5, 1, 2, 1, 4, 1, 6]","['TV Stand', 'Lamp', 'Table', 'Bookshelf', 'Dresser', 'Desk']"
"[11, 12, 3, 2, 2, 2, 3, 1, 2, 1, 1, 1, 0, 0]","[0, 0, 3, 0, 5, 0, 8, 0, 10, 0, 0, 0]","['Chair', 'Wardrobe', 'Sofa', 'TV Stand', 'Dresser']"
"[9, 8, 2, 2, 1, 3, 1, 2, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 2, 0, 5, 0, 7, 1, 2, 0, 0]","['Wardrobe', 'Lamp', 'TV Stand', 'Desk', 'Chair']"
"[10, 11, 2, 2, 3, 1, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Bookshelf', 'Desk', 'Lamp', 'Table']"
"[12, 12, 3, 2, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 3, 0, 6, 0, 8, 0, 10, 0, 11, 0]","['Chair', 'TV Stand', 'Sofa', 'Desk', 'Lamp', 'Dresser']"
"[11, 8, 2, 2, 1, 3, 1, 3, 1, 2, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 5, 1, 2, 0, 0, 0, 0]","['Table', 'TV Stand', 'Dresser', 'Bookshelf']"
"[8, 10, 2, 2, 3, 1, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Table', 'TV Stand', 'Desk', 'Lamp']"
"[12, 8, 2, 3, 2, 2, 1, 3, 1, 2, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 5, 1, 5, 1, 7, 0, 0]","['Bed', 'Table', 'TV Stand', 'Chair', 'Dresser']"
"[8, 8, 3, 2, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 6, 0, 0, 0, 0, 0]","['Lamp', 'Chair', 'Sofa', 'Table']"
"[11, 10, 2, 3, 2, 2, 2, 2, 1, 3, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 7, 1, 7, 0, 0]","['Table', 'Lamp', 'Wardrobe', 'Bed', 'Bookshelf']"
"[10, 8, 2, 3, 2, 2, 1, 2, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 7, 0, 0, 0, 0]","['Table', 'Sofa', 'Dresser', 'Lamp']"
"[12, 8, 2, 3, 2, 3, 2, 2, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 2, 0, 0, 0, 0, 0]","['Bed', 'Sofa', 'Lamp', 'Table']"
"[12, 10, 2, 2, 2, 2, 1, 2, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 4, 0, 6, 0, 0, 0, 0]","['Wardrobe', 'Table', 'Lamp', 'Desk']"
"[11, 12, 3, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['Bookshelf', 'Dresser', 'Lamp']"
"[12, 8, 2, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]","['Chair', 'Table', 'Bed']"
"[8, 11, 3, 2, 3, 1, 1, 3, 1, 2, 0, 0, 0, 0]","[0, 0, 3, 0, 6, 0, 7, 0, 0, 0, 0, 0]","['Bookshelf', 'TV Stand', 'Sofa', 'Desk']"
"[11, 8, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 7, 1, 7, 0, 0]","['Lamp', 'Chair', 'Wardrobe', 'Table', 'Sofa']"
"[9, 10, 2, 2, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['Wardrobe', 'TV Stand', 'Dresser']"
"[8, 11, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0]","['Dresser', 'Lamp', 'Chair']"
"[8, 12, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 2, 0, 4, 0, 7, 0, 4, 1, 0, 0]","['Bookshelf', 'Wardrobe', 'Table', 'Chair', 'Lamp']"
"[12, 9, 2, 3, 2, 3, 2, 2, 2, 2, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 2, 0, 0, 0, 0, 0]","['Wardrobe', 'Bed', 'Sofa', 'Table']"
"[8, 10, 3, 2, 2, 2, 3, 1, 2, 1, 1, 2, 1, 1]","[0, 0, 3, 0, 5, 0, 5, 1, 7, 1, 0, 2]","['Chair', 'Dresser', 'Bed', 'TV Stand', 'Desk', 'Wardrobe']"
"[8, 12, 3, 2, 2, 2, 2, 2, 1, 3, 3, 1, 0, 0]","[0, 0, 3, 0, 5, 0, 7, 0, 0, 2, 0, 0]","['Bookshelf', 'Wardrobe', 'TV Stand', 'Table', 'Sofa']"
"[11, 8, 2, 2, 1, 3, 1, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0]","['Wardrobe', 'Desk', 'TV Stand']"
"[12, 11, 2, 3, 2, 3, 2, 2, 1, 2, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 8, 0, 10, 0, 0]","['Desk', 'Lamp', 'Table', 'Sofa', 'Bed']"
"[11, 11, 3, 2, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Desk', 'Chair', 'Sofa', 'Dresser']"
"[12, 8, 2, 3, 1, 3, 1, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0]","['Bookshelf', 'Desk', 'Bed']"
"[10, 12, 3, 2, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Wardrobe', 'Desk', 'Chair', 'Sofa']"
"[11, 8, 1, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0]","['TV Stand', 'Bookshelf', 'Chair']"
"[8, 12, 3, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 3, 0, 6, 0, 0, 1, 2, 1, 3, 1]","['Dresser', 'TV Stand', 'Bookshelf', 'Chair', 'Lamp', 'Desk']"
"[9, 11, 3, 2, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 6, 0, 0, 0, 0, 0]","['Lamp', 'Table', 'Sofa', 'Chair']"
"[10, 10, 2, 3, 2, 2, 1, 3, 3, 1, 2, 1, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 8, 0, 9, 0, 0]","['Desk', 'Bookshelf', 'Table', 'TV Stand', 'Sofa']"
"[8, 9, 2, 2, 3, 1, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Bookshelf', 'Chair', 'Dresser', 'Table']"
"[12, 9, 1, 3, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]","['Dresser', 'Lamp', 'Bookshelf']"
"[9, 8, 2, 3, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]","['Bed', 'TV Stand', 'Table']"
"[10, 11, 3, 2, 2, 2, 3, 1, 2, 1, 1, 1, 0, 0]","[0, 0, 3, 0, 5, 0, 8, 0, 5, 1, 0, 0]","['Desk', 'Bookshelf', 'Table', 'Lamp', 'Sofa']"
"[12, 10, 2, 2, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0]","['Table', 'Chair', 'Bookshelf']"
"[12, 8, 2, 2, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0]","['Chair', 'TV Stand', 'Table']"
"[9, 10, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 0, 0]","[0, 0, 2, 0, 4, 0, 7, 0, 4, 1, 0, 0]","['TV Stand', 'Dresser', 'Wardrobe', 'Chair', 'Table']"
"[10, 10, 2, 3, 2, 3, 2, 2, 3, 1, 3, 1, 1, 1]","[0, 0, 0, 3, 0, 6, 0, 8, 0, 9, 3, 0]","['Wardrobe', 'Bed', 'Bookshelf', 'Chair', 'TV Stand', 'Sofa']"
"[9, 11, 3, 2, 3, 1, 2, 1, 1, 2, 1, 1, 0, 0]","[0, 0, 3, 0, 6, 0, 8, 0, 3, 1, 0, 0]","['Desk', 'Lamp', 'TV Stand', 'Sofa', 'Dresser']"
"[8, 10, 3, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 3, 0, 6, 0, 0, 1, 2, 1, 3, 1]","['Chair', 'Bookshelf', 'Lamp', 'TV Stand', 'Desk', 'Dresser']"
"[12, 12, 2, 2, 3, 1, 2, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 2, 0, 5, 0, 7, 0, 8, 0, 0, 0]","['Desk', 'Chair', 'TV Stand', 'Lamp', 'Table']"
"[12, 10, 2, 3, 2, 2, 1, 3, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 8, 0, 0, 0, 0]","['Chair', 'Sofa', 'Table', 'Bookshelf']"
"[11, 10, 1, 3, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]","['TV Stand', 'Chair', 'Dresser']"
"[9, 12, 2, 2, 3, 1, 3, 1, 1, 2, 1, 1, 0, 0]","[0, 0, 2, 0, 5, 0, 8, 0, 2, 1, 0, 0]","['Chair', 'Bookshelf', 'TV Stand', 'Wardrobe', 'Desk']"
"[11, 10, 2, 3, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]","['TV Stand', 'Bed', 'Wardrobe']"
"[10, 11, 3, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0]","['Lamp', 'Bookshelf', 'Chair']"
"[10, 8, 2, 3, 2, 3, 2, 2, 3, 1, 2, 1, 1, 1]","[0, 0, 0, 3, 0, 6, 2, 0, 5, 0, 7, 0]","['Sofa', 'Desk', 'Table', 'Chair', 'TV Stand', 'Bed']"
"[10, 11, 2, 2, 3, 1, 3, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['Table', 'TV Stand', 'Bookshelf']"
"[12, 12, 3, 2, 3, 2, 2, 2, 2, 2, 1, 3, 0, 0]","[0, 0, 3, 0, 6, 0, 8, 0, 10, 0, 0, 0]","['Wardrobe', 'Sofa', 'Bed', 'Table', 'Bookshelf']"
"[9, 8, 2, 3, 2, 3, 1, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0]","['Bed', 'Dresser', 'Sofa']"
"[9, 11, 3, 2, 2, 2, 3, 1, 1, 3, 2, 1, 1, 2]","[0, 0, 3, 0, 5, 0, 8, 0, 5, 1, 7, 1]","['Sofa', 'Bookshelf', 'Desk', 'Dresser', 'Wardrobe', 'TV Stand']"
"[10, 11, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]","['Table', 'Desk', 'Wardrobe']"
"[11, 12, 3, 2, 3, 2, 2, 2, 2, 2, 1, 2, 0, 0]","[0, 0, 3, 0, 6, 0, 8, 0, 10, 0, 0, 0]","['Wardrobe', 'Bed', 'Sofa', 'Table', 'Dresser']"
"[9, 12, 2, 2, 3, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 5, 0, 6, 0, 0, 0, 0, 0]","['Table', 'Chair', 'Lamp', 'TV Stand']"
"[12, 12, 2, 3, 2, 3, 2, 2, 1, 2, 1, 1, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 8, 0, 10, 0, 0]","['Wardrobe', 'Sofa', 'Desk', 'Bed', 'Lamp']"
"[11, 12, 3, 2, 2, 2, 3, 1, 3, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 8, 0, 0, 0, 0, 0]","['Bookshelf', 'TV Stand', 'Sofa', 'Wardrobe']"
"[12, 11, 2, 3, 2, 3, 2, 2, 2, 2, 3, 1, 1, 1]","[0, 0, 0, 3, 0, 6, 0, 8, 0, 10, 3, 0]","['Bed', 'Chair', 'Wardrobe', 'Sofa', 'Bookshelf', 'Table']"
"[8, 12, 2, 2, 2, 2, 3, 1, 1, 2, 2, 1, 1, 1]","[0, 0, 2, 0, 4, 0, 7, 0, 4, 1, 6, 1]","['Table', 'Bookshelf', 'Dresser', 'Wardrobe', 'Desk', 'Chair']"
"[8, 10, 3, 2, 2, 2, 3, 1, 2, 1, 1, 2, 0, 0]","[0, 0, 3, 0, 5, 0, 5, 1, 7, 1, 0, 0]","['Bookshelf', 'Desk', 'Dresser', 'Sofa', 'Table']"
"[12, 9, 2, 3, 2, 2, 1, 3, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 8, 0, 0, 0, 0]","['TV Stand', 'Table', 'Sofa', 'Lamp']"
"[9, 8, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 2, 0, 4, 0, 7, 1, 4, 0, 0]","['Wardrobe', 'Chair', 'Table', 'Lamp', 'TV Stand']"
"[11, 10, 2, 2, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0]","['Chair', 'Wardrobe', 'Bookshelf']"
"[8, 12, 3, 2, 3, 1, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 6, 0, 3, 1, 0, 0, 0, 0]","['Dresser', 'Sofa', 'Lamp', 'Bookshelf']"
"[9, 9, 2, 3, 2, 3, 2, 2, 2, 2, 3, 1, 3, 1]","[0, 0, 0, 3, 0, 6, 2, 0, 0, 8, 4, 0]","['Bookshelf', 'Table', 'Bed', 'Sofa', 'TV Stand', 'Wardrobe']"
"[10, 11, 3, 2, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Bed', 'Dresser', 'Desk', 'Chair']"
"[8, 10, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 2, 0, 4, 0, 6, 0, 7, 0, 0, 0]","['Table', 'Chair', 'Wardrobe', 'Dresser', 'Lamp']"
"[10, 8, 2, 3, 2, 3, 2, 2, 1, 3, 1, 2, 1, 1]","[0, 0, 0, 3, 0, 6, 2, 0, 2, 3, 2, 5]","['Bed', 'Dresser', 'Chair', 'TV Stand', 'Table', 'Sofa']"
"[11, 12, 2, 2, 3, 1, 2, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 2, 0, 5, 0, 7, 0, 8, 0, 0, 0]","['Lamp', 'Desk', 'TV Stand', 'Table', 'Chair']"
"[9, 11, 3, 2, 3, 2, 2, 2, 1, 3, 0, 0, 0, 0]","[0, 0, 3, 0, 6, 0, 8, 0, 0, 0, 0, 0]","['Bed', 'Sofa', 'Table', 'Bookshelf']"
"[11, 11, 3, 2, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Wardrobe', 'Sofa', 'Table', 'Chair']"
"[10, 12, 2, 2, 3, 1, 3, 1, 2, 1, 2, 1, 1, 1]","[0, 0, 2, 0, 5, 0, 8, 0, 2, 1, 4, 1]","['TV Stand', 'Wardrobe', 'Lamp', 'Bookshelf', 'Dresser', 'Desk']"
"[9, 12, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 2, 0, 4, 0, 6, 0, 7, 0, 0, 0]","['Chair', 'Table', 'Lamp', 'Dresser', 'Wardrobe']"
"[11, 8, 2, 3, 2, 2, 2, 2, 3, 1, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 7, 0, 0, 0, 0]","['Wardrobe', 'Table', 'TV Stand', 'Bed']"
"[9, 10, 3, 2, 2, 2, 3, 1, 1, 2, 1, 1, 0, 0]","[0, 0, 3, 0, 5, 0, 8, 0, 5, 1, 0, 0]","['TV Stand', 'Chair', 'Sofa', 'Desk', 'Table']"
"[10, 8, 2, 3, 2, 3, 2, 2, 2, 2, 3, 1, 2, 1]","[0, 0, 0, 3, 0, 6, 2, 0, 4, 0, 7, 0]","['Desk', 'Table', 'Wardrobe', 'Bookshelf', 'Sofa', 'Bed']"
"[11, 10, 2, 2, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 4, 0, 5, 0, 0, 0, 0]","['Lamp', 'Dresser', 'Table', 'Chair']"
"[10, 8, 2, 3, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0]","['Dresser', 'Bed', 'Desk']"
"[8, 11, 3, 2, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 5, 0, 7, 0, 0, 0, 0, 0]","['Bed', 'Lamp', 'Table', 'Dresser']"
"[8, 10, 3, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1]","[0, 0, 3, 0, 6, 0, 0, 2, 2, 2, 3, 2]","['Chair', 'Lamp', 'Wardrobe', 'Bed', 'Sofa', 'Dresser']"
"[11, 11, 2, 3, 2, 3, 2, 2, 2, 2, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 6, 0, 8, 0, 0, 0, 0]","['Bed', 'Table', 'Wardrobe', 'Sofa']"
